study_status,sponsor,enrollment,study_type,study_design,study_duration_days,sex_all,sex_female,sex_male,has_child,has_adult,has_older_adult,phase1,phase2,phase3,funder_fed,funder_indiv,funder_industry,funder_network,funder_nih,funder_other,funder_other_gov,funder_unknown,missing_start_date,missing_primary_completion_date,missing_completion_date
1,9,364,0,27,1236.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,0
1,9,20,0,37,879.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,167,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,430,0,27,1712.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
0,2,2400,0,118,3517.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,150,0,27,778.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,182,0,23,2145.0,True,False,False,1,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,15,0,15,1441.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,134,0,118,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,0,30,0,15,1554.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,71,0,37,702.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,100,0,47,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,40,0,27,1248.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,334,0,37,1012.0,True,False,False,1,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,65,0,37,1143.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,95,0,15,2404.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,60,0,118,2744.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,204,0,5,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,0,0
0,9,85,0,37,625.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,75,0,15,1613.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,0,0
1,9,358,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,164,0,37,886.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,100,0,144,1124.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,117,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,168,0,47,1096.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,420,0,163,1031.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,281,0,37,880.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,70,0,15,2054.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,102,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,360,0,27,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,49,0,47,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,48,0,15,1285.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,186,0,27,756.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,200,0,27,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,50,0,37,848.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,200,0,149,1401.0,True,False,False,1,1,0,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,126,0,118,730.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,23,0,47,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,102,0,27,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,132,0,47,978.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,990,0,47,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,71,0,5,975.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,131,0,5,1203.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,42,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
0,9,86,0,37,1685.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,248,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,218,0,47,1554.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,100,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,50,0,15,731.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,100,0,117,730.0,True,False,False,1,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,1000,0,47,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,7,10,0,15,665.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,222,0,37,1082.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,100,0,61,1881.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,8,25,0,15,839.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,360,0,27,1249.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,132,0,37,907.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,725,0,37,1387.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,30,0,15,1265.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,242,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,150,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,152,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,50,0,15,1667.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,130,0,37,1460.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,0,36,0,15,1386.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,900,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,126,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
0,9,177,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,126,0,27,3784.0,True,False,False,0,1,1,1,1,0,False,False,False,True,False,False,False,False,0,0,0
1,9,124,0,27,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,80,0,5,1072.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,96,0,15,1783.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,152,0,15,1532.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,152,0,27,3652.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,70,0,15,1899.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,800,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,1123,0,15,1077.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,400,0,163,1254.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,20,0,35,548.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,36,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,48,0,37,1124.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,410,0,118,1031.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,132,0,37,1401.0,True,False,False,1,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,224,0,37,1648.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,32,0,5,1147.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,112,0,118,2040.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,22,0,9,800.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,148,0,37,1472.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,378,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,38,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,56,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,200,0,15,2977.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,104,0,15,1481.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,135,0,15,1369.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,136,0,37,1659.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,240,0,37,2128.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,176,0,15,1275.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,30,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,30,0,15,1126.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,252,0,37,1543.0,False,False,True,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,14,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,70,0,47,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,1
1,9,197,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,146,0,159,1401.0,True,False,False,1,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
0,9,91,0,15,1825.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,0,30,0,15,1651.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,214,0,15,1798.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,100,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,90,0,47,1401.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,1,1
1,8,104,0,118,2009.0,False,True,False,0,1,0,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,204,0,124,1564.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,214,0,118,3652.0,False,True,False,1,1,0,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,141,0,118,1791.0,True,False,False,0,1,1,0,1,0,False,False,False,True,False,False,False,False,0,0,0
1,9,320,0,118,2197.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,38,0,15,1247.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,45,0,15,1469.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,248,0,118,3087.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,110,0,163,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,638,0,118,2176.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,2,308,0,118,2367.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,65,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,46,0,15,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,420,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,154,0,47,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,0,230,0,15,3657.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,120,0,15,2556.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,100,0,118,1917.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,42,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,727,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,39,0,15,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,182,0,118,4383.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
0,9,10,0,15,1096.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,4,117,0,5,935.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,360,0,117,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,1
0,9,66,0,9,366.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,188,0,15,516.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,30,0,15,787.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,394,0,93,1460.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,1,84,0,2,1096.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,36,0,15,1402.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,110,0,47,1419.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,64,0,15,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,116,0,137,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,153,0,144,1401.0,True,False,False,1,1,1,0,1,0,False,False,False,False,False,True,False,False,1,0,0
1,0,40,0,15,2407.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,30,0,37,4019.0,False,False,True,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,1,10,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,110,0,9,1107.0,False,False,True,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,10,0,15,643.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,220,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,9,1000,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,0,1
0,9,253,0,61,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,200,0,47,997.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,48,0,15,1205.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,477,0,163,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,137,0,15,1558.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,202,0,5,1276.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,274,0,98,856.0,True,False,False,0,1,1,0,0,1,False,False,False,True,False,False,False,False,0,0,0
1,9,151,0,47,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,198,0,118,2170.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,68,0,37,764.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,37,0,15,2556.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,10,0,15,1003.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,87,0,118,1237.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,80,0,15,2046.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,110,0,153,334.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,120,0,144,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,117,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,60,0,15,745.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,604,0,118,2523.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
0,9,150,0,124,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
1,9,100,0,117,828.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,111,0,47,984.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,57,0,15,1035.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,55,0,15,2190.0,True,False,False,1,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,25,0,15,973.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,5,117,0,118,1993.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,81,0,27,1401.0,True,False,False,1,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,22,0,15,504.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,81,0,15,1887.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,41,0,15,2191.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,365,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,68,0,27,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
0,9,30,0,15,1193.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,360,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,5,280,0,118,1843.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,300,0,15,2342.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,55,0,15,2079.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,3,70,0,118,879.0,True,False,False,0,1,1,0,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,56,0,47,876.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,104,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,324,0,32,526.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
0,9,42,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,155,0,11,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,3,332,0,27,7063.0,True,False,False,0,1,1,0,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,120,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,102,0,142,1367.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,180,0,37,1881.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,60,0,144,1003.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,1828,0,122,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,48,0,15,2488.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,1,25,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,22,0,14,1004.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,110,0,144,689.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,105,0,118,1401.0,True,False,False,1,1,0,0,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,68,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,True,False,False,False,False,0,1,1
1,9,390,0,15,1636.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,329,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,110,0,163,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,106,0,118,1701.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,29,0,37,420.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,225,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,100,0,15,2263.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,180,0,27,1065.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,135,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,150,0,112,3600.0,True,False,False,1,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,20,0,15,731.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,100,0,47,1521.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,40,0,37,1407.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,50,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,255,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,27,0,37,1777.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,168,0,117,1461.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
0,9,185,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,2,1440,0,118,2064.0,False,False,True,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,5,35,0,15,1826.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,30,0,15,1177.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,55,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,24,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,120,0,37,890.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,60,0,15,2881.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,59,0,27,2010.0,True,False,False,1,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,2,81,0,37,1657.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,25,0,15,2423.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,10,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,58,0,15,1461.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,200,0,27,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,60,0,15,2564.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,120,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
0,9,36,0,15,1096.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,100,0,154,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,95,0,5,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,42,0,15,1401.0,False,False,True,1,1,0,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,50,0,115,1340.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,330,0,5,1449.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,30,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,40,0,37,1015.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,383,0,9,1401.0,False,False,True,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,9,125,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,59,0,37,1401.0,True,False,False,1,1,0,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,72,0,9,1134.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,29,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,1,1
