study_status,sponsor,enrollment,study_type,study_design,study_duration_days,sex_all,sex_female,sex_male,has_child,has_adult,has_older_adult,phase1,phase2,phase3,funder_fed,funder_indiv,funder_industry,funder_network,funder_nih,funder_other,funder_other_gov,funder_unknown,missing_start_date,missing_primary_completion_date,missing_completion_date
1,9,86,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,30,0,15,730.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,532,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,1,130,0,115,1747.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,1,43,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,60,0,122,4581.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,40,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,89,0,27,3361.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,40,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,135,0,118,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,68,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,135,0,27,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,0,70,0,15,1161.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,56,0,37,1072.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,0
1,9,20,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,31,0,15,1340.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,460,0,163,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
0,9,120,0,144,1369.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,125,0,27,1126.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,0,0
0,9,340,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
1,9,100,0,27,1083.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,48,0,15,558.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,1284,0,116,1690.0,False,False,True,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,5,38,0,15,1053.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,80,0,179,2769.0,False,False,True,1,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,60,0,15,1279.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,146,0,118,1973.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
0,5,132,0,115,1400.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,200,0,118,1401.0,False,True,False,0,1,0,0,0,1,False,False,True,False,False,False,False,False,1,1,1
1,9,20,0,17,1094.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,32,0,15,609.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,92,0,118,1401.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,60,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,True,False,False,False,False,1,1,1
1,9,360,0,118,6405.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,110,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,5,198,0,118,1513.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,7,68,0,118,730.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,21,0,15,365.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,254,0,118,2238.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,25,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,8,32,0,15,1096.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,142,0,124,831.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,40,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,80,0,15,706.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,1163,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,70,0,137,1977.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,82,0,37,1169.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,148,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,1,1
0,9,80,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,1,0,1
1,9,172,0,37,900.0,False,True,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,20,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,76,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,49,0,15,397.0,False,False,True,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,42,0,15,1276.0,False,False,True,0,1,1,0,1,0,False,False,False,True,False,False,False,False,0,0,0
1,9,103,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,100,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,7,92,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,45,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,23,0,5,1401.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,1
1,9,30,0,47,731.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,120,0,27,1096.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,8,145,0,118,1581.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,200,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,34,0,15,1317.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,488,0,137,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,77,0,9,776.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,68,0,137,2368.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,62,0,15,1827.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,70,0,5,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,40,0,118,1633.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,682,0,124,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
1,9,115,0,5,1951.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,0,20,0,15,1581.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,23,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,1,1,1
1,9,401,0,124,1763.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,36,0,15,731.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,54,0,15,1401.0,False,True,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,288,0,37,2155.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,40,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,140,0,118,1735.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,40,0,15,6670.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,140,0,118,1095.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,8,100,0,27,991.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,336,0,118,1401.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,1,1
1,2,78,0,27,1442.0,False,True,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,8,200,0,118,1581.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,378,0,118,903.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,8,93,0,15,1097.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,46,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,2,120,0,118,1410.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,5,54,0,15,1224.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,30,0,15,685.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,165,0,118,1156.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,20,0,15,1826.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,24,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,192,0,118,1370.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,40,0,15,1064.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,830,0,118,2146.0,False,False,True,0,1,1,0,0,1,False,False,False,True,False,False,False,False,0,0,0
0,5,32,0,15,255.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,70,0,15,2197.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,75,0,150,487.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,46,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,1,201,0,61,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,37,0,15,1309.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,30,0,27,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,37,0,15,730.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,0,0
1,9,22,0,15,849.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,32,0,15,1003.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,376,0,118,1522.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,20,0,15,1401.0,False,False,True,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,3,60,0,37,1680.0,True,False,False,0,1,1,1,1,0,False,False,False,False,True,False,False,False,0,0,0
1,3,65,0,118,1268.0,False,False,True,0,1,1,0,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,60,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,100,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,1
1,9,30,0,5,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,30,0,37,731.0,False,False,True,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,30,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,8,126,0,15,1216.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,130,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,140,0,118,2816.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,6,30,0,15,1096.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,3,66,0,118,712.0,True,False,False,0,1,1,0,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,132,0,118,1401.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,400,0,118,1401.0,False,False,True,0,1,1,0,0,1,False,False,False,False,False,True,False,False,1,1,1
0,9,272,0,118,2375.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,45,0,5,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,120,0,118,1401.0,False,True,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,1,668,0,114,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,144,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,80,0,118,912.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,202,0,118,2222.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,3,320,0,0,1838.0,True,False,False,0,1,1,0,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,34,0,5,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,80,0,118,1142.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,1,86,0,118,1827.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,0,33,0,47,1072.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,5,24,0,15,942.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,446,0,118,1401.0,True,False,False,0,1,1,0,1,1,False,False,False,False,False,True,False,False,0,1,1
1,9,65,0,47,2943.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,8,116,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,15,0,15,3589.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,42,0,37,1003.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
0,8,141,0,118,1095.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,120,0,118,1280.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,72,0,118,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,70,0,15,1401.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,150,0,118,1644.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,20,0,15,1826.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,134,0,106,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,8,47,0,15,1340.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,380,0,124,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
0,9,52,0,27,1401.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,False,True,False,1,0,0
1,9,30,0,15,1974.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,90,0,27,3557.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,7,53,0,15,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,66,0,118,1709.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,482,0,118,1210.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,0,0
1,9,700,0,118,1410.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,5,192,0,118,3692.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,190,0,118,505.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,45,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,29,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,60,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,8,250,0,137,1096.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,36,0,15,760.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,8,68,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
0,9,50,0,15,730.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,162,0,15,4538.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,240,0,137,2286.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,844,0,118,1401.0,False,True,False,0,1,0,0,0,1,False,False,False,False,False,True,False,False,1,1,1
1,8,620,0,118,1432.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,15,0,15,323.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,100,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,220,0,95,966.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,180,0,118,2508.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,60,0,31,1401.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,1,1,1
0,9,44,0,15,2069.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,4,190,0,27,3338.0,False,False,True,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,360,0,118,1933.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,1,28,0,27,1827.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,498,0,106,1012.0,False,True,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
0,9,17,0,15,913.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,0,0
1,9,34,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,1
0,9,81,0,15,906.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,102,0,118,2861.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,125,0,118,1461.0,False,True,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,4200,0,118,4469.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,45,0,15,1401.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,354,0,118,3512.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,78,0,118,2568.0,True,False,False,0,1,1,0,1,1,False,False,False,False,False,True,False,False,0,0,0
0,9,44,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,8,340,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
0,9,200,0,15,2191.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,300,0,124,1401.0,False,False,True,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,9,50,0,15,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,168,0,124,1570.0,False,True,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
0,9,450,0,118,1401.0,False,True,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,1,1,1
0,9,393,0,118,1674.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,590,0,106,2018.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,8,101,0,118,1099.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,956,0,163,1401.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,1,1
1,9,50,0,115,2917.0,True,False,False,1,1,1,0,1,1,False,False,False,False,False,True,False,False,0,0,0
1,9,200,0,92,2404.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,81,0,9,1159.0,True,False,False,0,1,1,0,1,1,False,False,False,False,False,True,False,False,0,0,0
0,9,25,0,9,365.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,32,0,118,1162.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,180,0,163,1401.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,1,1
1,9,130,0,118,1422.0,True,False,False,0,1,1,0,1,1,False,False,False,False,False,False,True,False,0,0,0
1,9,52,0,118,2489.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,27,0,5,1948.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,34,0,15,1855.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,8,20,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,400,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
1,4,500,0,118,2269.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,328,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,9,500,0,118,1401.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,3,120,0,37,3575.0,True,False,False,0,1,1,1,1,0,False,False,False,False,True,False,False,False,0,0,0
1,9,186,0,118,1401.0,False,True,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,1,1
1,9,20,0,15,1401.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,292,0,1,183.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,214,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,102,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,20,0,15,761.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,9,10,0,9,1401.0,False,False,True,0,1,1,1,1,0,False,False,True,False,False,False,False,False,1,1,1
1,9,32,0,15,1196.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,8,203,0,118,1401.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,1,1
0,9,20,0,27,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,1,1
1,9,160,0,179,1461.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,111,0,118,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,230,0,106,3399.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,48,0,27,1401.0,False,True,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,160,0,150,1401.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,600,0,118,1463.0,True,False,False,0,1,1,0,0,1,False,False,True,False,False,False,False,False,0,0,0
1,9,50,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,1,0,0
1,9,220,0,118,1401.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,1,1
1,8,44,0,27,1393.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
0,5,266,0,118,2267.0,False,False,True,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,75,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
0,9,10,0,15,730.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,210,0,118,4383.0,False,True,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,4,180,0,37,2276.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,8,2500,0,137,2190.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,40,0,15,1201.0,True,False,False,0,1,1,0,0,1,False,False,False,False,False,True,False,False,0,0,0
1,9,48,0,15,773.0,False,True,False,0,1,1,0,1,0,False,False,False,False,False,False,True,False,0,0,0
1,9,45,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,False,False,False,True,False,False,0,1,1
1,9,150,0,118,1503.0,True,False,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,74,0,5,744.0,False,True,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,0,0
1,9,568,0,124,2121.0,True,False,False,0,1,1,0,1,1,False,False,True,False,False,False,False,False,0,0,0
0,9,60,0,27,1401.0,False,True,False,0,1,1,0,1,0,False,False,True,False,False,False,False,False,1,1,1
0,9,60,0,15,687.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,0,0
1,9,240,0,37,1401.0,True,False,False,0,1,1,1,1,0,False,False,True,False,False,False,False,False,0,1,1
1,9,19,0,15,1401.0,True,False,False,0,1,1,0,1,0,False,False,False,False,False,True,False,False,0,1,1
